cityMPG,combMPG,highwayMPG,make,model,year
15,18,22,Acura,NSX,2000
15,18,22,Acura,NSX,2000
17,19,23,BMW,M Coupe,2000
17,19,24,BMW,Z3 Coupe,2000
17,19,24,BMW,Z3 Coupe,2000
17,19,24,BMW,Z3 Roadster,2000
17,20,25,BMW,Z3 Roadster,2000
17,19,24,BMW,Z3 Roadster,2000
17,19,24,BMW,Z3 Roadster,2000
12,15,19,BMW,Z8,2000
15,18,23,Chevrolet,Corvette,2000
16,19,25,Chevrolet,Corvette,2000
11,14,19,Dodge,Viper Convertible,2000
11,14,19,Dodge,Viper Coupe,2000
10,11,15,Ferrari,360 Modena/Spider,2000
10,11,15,Ferrari,360 Modena/Spider,2000
8,9,12,Ferrari,550 Maranello,2000
49,53,61,Honda,Insight,2000
18,20,23,Honda,S2000,2000
14,16,21,Lotus,Esprit V8,2000
20,22,25,Mazda,MX-5 Miata,2000
22,24,27,Mazda,MX-5 Miata,2000
21,23,26,Mazda,MX-5 Miata,2000
14,17,21,Mercedes-Benz,SL500,2000
12,14,18,Mercedes-Benz,SL600,2000
20,22,27,Mercedes-Benz,SLK230 Kompressor,2000
19,22,28,Mercedes-Benz,SLK230 Kompressor,2000
15,18,21,Plymouth,Prowler,2000
16,18,23,Porsche,Boxster,2000
17,20,25,Porsche,Boxster,2000
15,17,22,Porsche,Boxster S,2000
16,18,23,Porsche,Boxster S,2000
22,24,27,Toyota,MR2,2000
10,12,17,Aston Martin,DB-7 Vantage Coupe,2000
10,12,17,Aston Martin,DB-7 Vantage Coupe,2000
10,12,17,Aston Martin,DB-7 Vantage Volante,2000
10,12,17,Aston Martin,DB-7 Vantage Volante,2000
19,23,29,Audi,TT Coupe,2000
18,21,26,Audi,TT Coupe quattro,2000
16,18,22,BMW,323i Convertible,2000
17,19,23,BMW,323i Convertible,2000
17,19,23,BMW,M Roadster,2000
15,18,22,Jaguar,XK8 Convertible,2000
14,17,20,Jaguar,XKR Convertible,2000
17,20,25,Mercedes-Benz,CLK320 (Cabriolet),2000
15,18,22,Mercedes-Benz,CLK430 (Cabriolet),2000
15,18,23,Porsche,911 Carrera,2000
15,17,22,Porsche,911 Carrera,2000
15,18,23,Porsche,911 Carrera,2000
15,17,22,Porsche,911 Carrera,2000
17,21,28,Qvale,Detomaso Mangusta,2000
21,23,28,Acura,Integra,2000
22,24,28,Acura,Integra,2000
22,24,28,Acura,Integra,2000
10,12,15,Bentley,Azure,2000
10,12,15,Bentley,Continental SC,2000
10,12,15,Bentley,Continental T,2000
17,19,25,BMW,323ci,2000
18,21,26,BMW,323ci,2000
16,19,25,BMW,328ci,2000
18,21,26,BMW,328ci,2000
17,20,26,Chevrolet,Camaro,2000
17,21,28,Chevrolet,Camaro,2000
15,18,23,Chevrolet,Camaro,2000
16,19,25,Chevrolet,Camaro,2000
20,22,26,Chevrolet,Cavalier,2000
20,23,29,Chevrolet,Cavalier,2000
21,24,31,Chevrolet,Cavalier,2000
19,23,28,Chevrolet,Cavalier,2000
20,24,30,Chevrolet,Cavalier,2000
32,36,41,Chevrolet,Metro,2000
26,28,31,Chevrolet,Metro,2000
31,34,38,Chevrolet,Metro,2000
9,11,14,Ferrari,456 MGT/MGA,2000
9,11,15,Ferrari,456 MGT/MGA,2000
22,25,30,Ford,Escort ZX2,2000
22,25,30,Ford,Escort ZX2,2000
18,20,25,Ford,Mustang,2000
17,21,26,Ford,Mustang,2000
16,18,22,Ford,Mustang,2000
15,18,23,Ford,Mustang,2000
15,18,23,Ford,Mustang,2000
12,14,17,Ford,Mustang,2000
24,27,32,Honda,Civic,2000
24,27,32,Honda,Civic,2000
27,30,33,Honda,Civic,2000
25,28,32,Honda,Civic,2000
22,25,29,Honda,Civic,2000
29,31,35,Honda,Civic HX,2000
30,33,39,Honda,Civic HX,2000
19,21,24,Honda,Prelude,2000
20,22,25,Honda,Prelude,2000
19,22,28,Hyundai,Tiburon,2000
21,24,29,Hyundai,Tiburon,2000
16,18,23,Jaguar,XK8,2000
15,17,21,Jaguar,XKR,2000
17,19,22,Lexus,SC,2000
16,19,23,Lexus,SC,2000
18,21,26,Mercedes-Benz,CLK320,2000
16,19,23,Mercedes-Benz,CLK430,2000
18,21,25,Mitsubishi,Eclipse,2000
18,21,25,Mitsubishi,Eclipse,2000
20,23,28,Mitsubishi,Eclipse,2000
18,20,25,Mitsubishi,Eclipse,2000
18,21,26,Mitsubishi,Eclipse,2000
25,28,32,Mitsubishi,Mirage,2000
28,31,36,Mitsubishi,Mirage,2000
22,25,30,Mitsubishi,Mirage,2000
24,27,33,Mitsubishi,Mirage,2000
17,20,26,Pontiac,Firebird/Trans Am,2000
17,21,28,Pontiac,Firebird/Trans Am,2000
15,18,23,Pontiac,Firebird/Trans Am,2000
16,19,25,Pontiac,Firebird/Trans Am,2000
20,22,26,Pontiac,Sunfire,2000
20,23,29,Pontiac,Sunfire,2000
21,24,31,Pontiac,Sunfire,2000
19,23,28,Pontiac,Sunfire,2000
20,24,30,Pontiac,Sunfire,2000
10,12,15,Rolls-Royce,Corniche,2000
17,20,24,Saab,9-3 Convertible,2000
18,20,23,Saab,9-3 Convertible,2000
19,22,27,Saab,9-3 Convertible,2000
19,22,27,Saab,9-3 Convertible,2000
18,21,27,Saab,9-3 Viggen Convertible,2000
23,27,33,Saturn,SC,2000
22,26,32,Saturn,SC,2000
25,29,36,Saturn,SC,2000
23,27,34,Saturn,SC,2000
20,22,26,Subaru,Impreza AWD,2000
18,21,25,Subaru,Impreza AWD,2000
24,26,31,Suzuki,Esteem,2000
26,29,33,Suzuki,Esteem,2000
23,26,30,Suzuki,Esteem,2000
24,27,32,Suzuki,Esteem,2000
26,28,31,Suzuki,Swift,2000
31,34,38,Suzuki,Swift,2000
20,23,28,Toyota,Camry Solara Convertible,2000
17,19,24,Toyota,Camry Solara Convertible,2000
23,26,31,Toyota,Celica,2000
20,23,27,Toyota,Celica,2000
24,27,31,Toyota,Celica,2000
20,23,29,Toyota,Celica,2000
19,22,26,Volkswagen,Cabrio,2000
21,24,28,Volkswagen,Cabrio,2000
19,22,25,Volkswagen,New Beetle,2000
22,24,28,Volkswagen,New Beetle,2000
29,33,40,Volkswagen,New Beetle,2000
35,38,44,Volkswagen,New Beetle,2000
19,22,26,Volkswagen,New Beetle,2000
21,24,28,Volkswagen,New Beetle,2000
17,19,23,Volvo,C70 Convertible,2000
18,20,24,Volvo,C70 Convertible,2000
17,19,24,Volvo,C70 Convertible,2000
18,21,28,Audi,A4,2000
21,24,29,Audi,A4,2000
16,19,24,Audi,A4,2000
18,21,26,Audi,A4,2000
17,20,26,Audi,A4 quattro,2000
19,22,26,Audi,A4 quattro,2000
16,18,23,Audi,A4 quattro,2000
16,19,23,Audi,A4 quattro,2000
15,18,22,Audi,S4,2000
15,18,22,Audi,S4,2000
10,12,15,Bentley,Continental R,2000
17,20,26,BMW,323i,2000
17,19,25,BMW,323i,2000
18,21,26,BMW,323i,2000
17,20,25,BMW,328i,2000
16,19,25,BMW,328i,2000
18,21,26,BMW,328i,2000
16,19,24,BMW,528i,2000
16,19,24,BMW,528i,2000
18,21,26,BMW,528i,2000
16,18,22,BMW,540i,2000
14,16,19,BMW,540i,2000
14,16,21,BMW,540i,2000
12,15,19,BMW,M5,2000
24,26,29,Chevrolet,Prizm,2000
25,28,34,Chevrolet,Prizm,2000
27,30,34,Chevrolet,Prizm,2000
17,20,25,Chrysler,Sebring,2000
17,20,25,Chrysler,Sebring Convertible,2000
16,19,24,Chrysler,Sebring Convertible,2000
21,25,33,Daewoo,Lanos,2000
23,26,32,Daewoo,Lanos,2000
20,24,31,Daewoo,Lanos,2000
23,26,33,Daewoo,Lanos,2000
19,22,28,Daewoo,Nubira,2000
20,23,28,Daewoo,Nubira,2000
17,20,25,Dodge,Avenger,2000
22,24,28,Dodge,Neon,2000
24,27,31,Dodge,Neon,2000
19,23,28,Ford,Contour,2000
21,25,31,Ford,Contour,2000
18,21,26,Ford,Contour,2000
18,21,27,Ford,Contour,2000
22,26,31,Ford,Escort,2000
24,27,32,Ford,Escort,2000
23,26,30,Ford,Focus,2000
22,24,28,Ford,Focus,2000
24,27,32,Ford,Focus,2000
22,25,31,Ford,Focus,2000
23,26,31,Hyundai,Accent/Brio,2000
24,28,33,Hyundai,Accent/Brio,2000
19,22,28,Hyundai,Elantra,2000
21,24,30,Hyundai,Elantra,2000
20,23,28,Infiniti,G20,2000
21,24,29,Infiniti,G20,2000
15,18,22,Jaguar,XJ8,2000
14,16,20,Jaguar,XJR,2000
20,23,29,Kia,Sephia/Spectra,2000
20,22,26,Kia,Sephia/Spectra,2000
17,20,24,Lexus,ES 300,2000
21,25,31,Mercury,Cougar,2000
18,21,26,Mercury,Cougar,2000
18,21,26,Mercury,Cougar,2000
19,23,28,Mercury,Mystique,2000
21,25,31,Mercury,Mystique,2000
18,21,26,Mercury,Mystique,2000
18,21,26,Mercury,Mystique,2000
17,20,25,Mazda,Millenia,2000
17,20,24,Mazda,Millenia,2000
23,26,30,Mazda,Protege,2000
25,27,31,Mazda,Protege,2000
21,23,27,Mazda,Protege,2000
22,25,28,Mazda,Protege,2000
19,22,26,Mercedes-Benz,C230 Kompressor,2000
19,21,25,Mercedes-Benz,C280,2000
16,18,21,Mercedes-Benz,C43 AMG,2000
15,17,21,Mercedes-Benz,CL500,2000
18,21,26,Nissan,Altima,2000
21,24,28,Nissan,Altima,2000
23,26,30,Nissan,Sentra,2000
23,26,32,Nissan,Sentra,2000
21,23,27,Nissan,Sentra,2000
21,24,28,Nissan,Sentra,2000
19,23,28,Oldsmobile,Alero,2000
19,23,28,Oldsmobile,Alero,2000
17,21,29,Oldsmobile,Alero,2000
22,24,28,Plymouth,Neon,2000
24,27,31,Plymouth,Neon,2000
19,23,28,Pontiac,Grand Am,2000
19,23,28,Pontiac,Grand Am,2000
17,21,29,Pontiac,Grand Am,2000
23,27,34,Saturn,SL,2000
22,26,32,Saturn,SL,2000
25,29,36,Saturn,SL,2000
23,27,34,Saturn,SL,2000
19,21,25,Subaru,Legacy AWD,2000
19,21,25,Subaru,Legacy AWD,2000
20,23,28,Toyota,Camry Solara,2000
21,24,29,Toyota,Camry Solara,2000
17,20,25,Toyota,Camry Solara,2000
18,21,26,Toyota,Camry Solara,2000
24,26,29,Toyota,Corolla,2000
25,28,34,Toyota,Corolla,2000
27,30,34,Toyota,Corolla,2000
26,30,34,Toyota,Echo,2000
29,32,37,Toyota,Echo,2000
19,22,26,Volkswagen,Golf,2000
21,24,28,Volkswagen,Golf,2000
29,33,40,Volkswagen,Golf,2000
35,38,44,Volkswagen,Golf,2000
19,22,26,Volkswagen,Golf,2000
21,24,28,Volkswagen,Golf,2000
19,22,26,Volkswagen,GTI,2000
21,24,28,Volkswagen,GTI,2000
19,22,26,Volkswagen,GTI,2000
21,24,28,Volkswagen,GTI,2000
18,21,26,Volkswagen,GTI,2000
19,22,26,Volkswagen,Jetta,2000
21,24,28,Volkswagen,Jetta,2000
29,33,40,Volkswagen,Jetta,2000
35,38,44,Volkswagen,Jetta,2000
19,22,26,Volkswagen,Jetta,2000
21,24,28,Volkswagen,Jetta,2000
17,19,24,Volkswagen,Jetta,2000
17,20,26,Volkswagen,Jetta,2000
17,20,25,Volvo,C70 Coupe,2000
18,21,25,Volvo,C70 Coupe,2000
17,20,24,Volvo,C70 Coupe,2000
19,21,26,Volvo,S40 FWD,2000
17,20,27,Acura,3.2TL,2000
16,18,22,Acura,3.5RL,2000
16,18,24,Audi,A6,2000
15,18,22,Audi,A6 quattro,2000
15,18,22,Audi,A6 quattro,2000
15,18,22,Audi,A6 quattro,2000
16,18,22,Audi,A6 quattro,2000
15,18,22,Audi,A6 quattro,2000
15,18,22,Audi,A8 quattro,2000
11,12,15,Bentley,Arnage,2000
10,12,15,Bentley,Arnage,2000
15,18,22,BMW,740i/740i Sport,2000
14,16,19,BMW,740i/740i Sport,2000
18,21,27,Buick,Century,2000
17,21,27,Buick,Regal,2000
16,19,25,Buick,Regal,2000
16,18,23,Cadillac,Catera,2000
15,19,25,Cadillac,Eldorado,2000
15,19,25,Cadillac,Seville,2000
18,21,27,Chevrolet,Lumina/Monte Carlo,2000
17,21,29,Chevrolet,Lumina/Monte Carlo,2000
17,21,27,Chevrolet,Lumina/Monte Carlo,2000
19,23,28,Chevrolet,Malibu,2000
18,21,27,Chevrolet,Malibu,2000
17,20,26,Chrysler,Cirrus,2000
17,20,25,Chrysler,Cirrus,2000
16,19,24,Chrysler,Cirrus,2000
18,21,26,Daewoo,Leganza,2000
18,21,27,Daewoo,Leganza,2000
19,22,27,Dodge,Stratus,2000
17,20,26,Dodge,Stratus,2000
17,20,25,Dodge,Stratus,2000
16,19,24,Dodge,Stratus,2000
20,23,28,Honda,Accord,2000
19,22,26,Honda,Accord,2000
22,24,29,Honda,Accord,2000
21,23,27,Honda,Accord,2000
18,21,25,Honda,Accord,2000
18,21,26,Hyundai,Sonata,2000
19,22,27,Hyundai,Sonata,2000
18,20,25,Hyundai,Sonata,2000
18,21,26,Hyundai,Sonata,2000
17,20,25,Infiniti,I30,2000
16,18,21,Infiniti,Q45,2000
15,18,22,Jaguar,Vanden Plas,2000
14,16,20,Jaguar,Vanden Plas S/C,2000
16,19,24,Jaguar,S-type (X200) V6,2000
15,17,21,Jaguar,S-type (X200) V8,2000
15,18,22,Jaguar,XJ8L,2000
17,19,23,Lexus,GS 300/GS 400,2000
16,18,22,Lexus,GS 300/GS 400,2000
16,19,23,Lexus,LS 400,2000
16,18,23,Lincoln,LS,2000
15,18,22,Lincoln,LS,2000
15,18,23,Lincoln,LS,2000
15,17,22,Lincoln,LS,2000
15,17,22,Lincoln,LS,2000
17,20,26,Mercury,Sable,2000
17,20,26,Mercury,Sable,2000
19,22,25,Mazda,626,2000
23,25,29,Mazda,626,2000
18,20,24,Mazda,626,2000
19,21,25,Mazda,626,2000
18,21,27,Mercedes-Benz,E320,2000
18,21,25,Mercedes-Benz,E320 4Matic,2000
16,18,22,Mercedes-Benz,E430,2000
16,18,21,Mercedes-Benz,E430 4Matic,2000
15,17,21,Mercedes-Benz,E55 AMG,2000
16,18,23,Mitsubishi,Diamante,2000
19,21,26,Mitsubishi,Galant,2000
17,20,25,Mitsubishi,Galant,2000
18,20,26,Nissan,Maxima,2000
19,21,25,Nissan,Maxima,2000
17,20,26,Oldsmobile,Intrigue,2000
19,22,27,Plymouth,Breeze,2000
23,27,34,Plymouth,Breeze,2000
17,20,26,Plymouth,Breeze,2000
18,21,27,Pontiac,Grand Prix,2000
17,21,27,Pontiac,Grand Prix,2000
16,19,25,Pontiac,Grand Prix,2000
17,20,24,Saab,03-Sep,2000
18,20,23,Saab,03-Sep,2000
19,22,27,Saab,03-Sep,2000
19,22,27,Saab,03-Sep,2000
18,21,27,Saab,9-3 Viggen,2000
17,20,25,Saab,05-Sep,2000
16,19,22,Saab,05-Sep,2000
18,21,27,Saab,05-Sep,2000
18,20,25,Saab,05-Sep,2000
16,19,24,Saab,05-Sep,2000
20,23,29,Saturn,LS,2000
21,24,30,Saturn,LS,2000
18,20,24,Saturn,LS,2000
20,23,28,Toyota,Camry,2000
21,24,29,Toyota,Camry,2000
17,20,25,Toyota,Camry,2000
18,21,26,Toyota,Camry,2000
18,21,27,Volkswagen,Passat,2000
21,24,29,Volkswagen,Passat,2000
16,19,24,Volkswagen,Passat,2000
18,21,26,Volkswagen,Passat,2000
15,18,22,Volkswagen,Passat 4motion,2000
17,20,25,Volvo,S70,2000
18,21,25,Volvo,S70,2000
17,20,24,Volvo,S70,2000
18,21,26,Volvo,S70,2000
19,22,26,Volvo,S70,2000
16,19,23,Volvo,S70 AWD,2000
16,18,23,Volvo,S80,2000
16,19,24,Volvo,S80,2000
15,18,22,Audi,A8 L,2000
15,18,22,BMW,740il/740il Protection,2000
12,14,18,BMW,750il/750il Protection,2000
17,20,27,Buick,LeSabre,2000
17,20,27,Buick,Park Avenue,2000
16,19,25,Buick,Park Avenue,2000
15,19,25,Cadillac,DeVille,2000
17,21,29,Chevrolet,Impala,2000
17,21,27,Chevrolet,Impala,2000
17,21,27,Chevrolet,Impala,2000
16,19,24,Chrysler,300 M,2000
18,21,27,Chrysler,Concorde,2000
17,20,25,Chrysler,Concorde,2000
16,19,24,Chrysler,LHS,2000
18,21,27,Dodge,Intrepid,2000
18,21,27,Dodge,Intrepid,2000
17,20,25,Dodge,Intrepid,2000
16,19,24,Dodge,Intrepid,2000
16,18,23,Ford,Crown Victoria,2000
17,20,26,Ford,Taurus,2000
17,20,26,Ford,Taurus,2000
15,18,23,Lincoln,Continental,2000
16,18,23,Mercury,Grand Marquis,2000
16,18,23,Lincoln,Town Car,2000
15,18,22,Mercedes-Benz,S430,2000
15,17,21,Mercedes-Benz,S500,2000
17,20,27,Pontiac,Bonneville,2000
16,19,25,Pontiac,Bonneville,2000
19,22,27,Toyota,Avalon,2000
16,19,24,Audi,A4 Avant,2000
17,20,26,Audi,A4 Avant quattro,2000
19,22,26,Audi,A4 Avant quattro,2000
15,18,22,Audi,A4 Avant quattro,2000
16,19,23,Audi,A4 Avant quattro,2000
17,19,25,BMW,323i Touring,2000
18,21,26,BMW,323i Touring,2000
16,19,24,BMW,528i Sport Wagon,2000
16,19,24,BMW,528i Sport Wagon,2000
16,19,24,BMW,528i Sport Wagon,2000
14,16,19,BMW,540i Sport Wagon,2000
19,22,28,Daewoo,Nubira Station Wagon,2000
20,23,28,Daewoo,Nubira Station Wagon,2000
19,22,27,Hyundai,Elantra Wagon,2000
21,24,29,Hyundai,Elantra Wagon,2000
23,27,33,Saturn,SW,2000
22,26,32,Saturn,SW,2000
23,27,34,Saturn,SW,2000
23,26,30,Suzuki,Esteem Wagon,2000
26,28,33,Suzuki,Esteem Wagon,2000
23,26,30,Suzuki,Esteem Wagon,2000
24,26,31,Suzuki,Esteem Wagon,2000
19,21,26,Volvo,V40,2000
15,18,22,Audi,A6 Avant quattro,2000
23,26,30,Ford,Focus Station Wagon,2000
22,25,29,Ford,Focus Station Wagon,2000
17,19,24,Ford,Taurus Wagon,2000
17,20,25,Ford,Taurus Wagon,2000
17,19,22,Lexus,RX 300,2000
16,18,21,Lexus,RX 300 4WD,2000
17,20,25,Mercury,Sable Wagon,2000
17,19,24,Mercury,Sable Wagon,2000
18,20,25,Mercedes-Benz,E320 (Wagon),2000
17,20,24,Mercedes-Benz,E320 4Matic (Wagon),2000
17,20,25,Saab,9-5 Wagon,2000
17,19,24,Saab,9-5 Wagon,2000
18,21,26,Saab,9-5 Wagon,2000
17,20,25,Saab,9-5 Wagon,2000
17,19,23,Saab,9-5 Wagon,2000
19,23,28,Saturn,LW,2000
18,20,24,Saturn,LW,2000
19,21,25,Subaru,Legacy Wagon AWD,2000
19,21,25,Subaru,Legacy Wagon AWD,2000
18,21,27,Volkswagen,Passat Wagon,2000
21,24,29,Volkswagen,Passat Wagon,2000
16,19,24,Volkswagen,Passat Wagon,2000
18,21,26,Volkswagen,Passat Wagon,2000
15,18,22,Volkswagen,Passat Wagon 4motion,2000
17,20,25,Volvo,V70 FWD,2000
18,21,25,Volvo,V70 FWD,2000
17,20,24,Volvo,V70 FWD,2000
18,21,26,Volvo,V70 FWD,2000
19,22,26,Volvo,V70 FWD,2000
16,19,23,Volvo,V70 AWD,2000
16,18,22,Volvo,V70 AWD,2000
17,19,24,Chevrolet,S10 Pickup 2WD,2000
17,19,23,Chevrolet,S10 Pickup 2WD,2000
20,23,26,Chevrolet,S10 Pickup 2WD,2000
19,22,25,Chevrolet,S10 Pickup 2WD,2000
15,17,20,Chevrolet,S10 Pickup 2WD,2000
16,18,21,Chevrolet,S10 Pickup 2WD,2000
17,19,24,GMC,Sonoma 2WD,2000
17,19,23,GMC,Sonoma 2WD,2000
20,23,26,GMC,Sonoma 2WD,2000
19,22,25,GMC,Sonoma 2WD,2000
15,17,20,GMC,Sonoma 2WD,2000
16,18,21,GMC,Sonoma 2WD,2000
17,19,24,Isuzu,Hombre Pickup 2WD,2000
17,19,23,Isuzu,Hombre Pickup 2WD,2000
20,23,26,Isuzu,Hombre Pickup 2WD,2000
19,22,25,Isuzu,Hombre Pickup 2WD,2000
15,17,20,Isuzu,Hombre Pickup 2WD,2000
15,16,19,Chevrolet,Silverado 1500 2WD,2000
15,17,21,Chevrolet,Silverado 1500 2WD,2000
14,16,19,Chevrolet,Silverado 1500 2WD,2000
14,16,19,Chevrolet,Silverado 1500 2WD,2000
14,16,19,Chevrolet,Silverado 1500 2WD,2000
14,15,18,Chevrolet,Silverado 2500 2WD,2000
11,12,15,Chevrolet,Silverado 2500 2WD,2000
18,20,23,Dodge,Dakota Pickup 2WD,2000
15,16,20,Dodge,Dakota Pickup 2WD,2000
15,17,21,Dodge,Dakota Pickup 2WD,2000
13,15,18,Dodge,Dakota Pickup 2WD,2000
13,15,18,Dodge,Dakota Pickup 2WD,2000
11,13,16,Dodge,Dakota Pickup 2WD,2000
14,16,19,Dodge,Ram 1500 Pickup 2WD,2000
13,15,19,Dodge,Ram 1500 Pickup 2WD,2000
12,14,17,Dodge,Ram 1500 Pickup 2WD,2000
12,14,18,Dodge,Ram 1500 Pickup 2WD,2000
11,13,17,Dodge,Ram 1500 Pickup 2WD,2000
14,16,19,Ford,F150 Pickup 2WD,2000
15,16,19,Ford,F150 Pickup 2WD,2000
14,16,19,Ford,F150 Pickup 2WD,2000
13,15,19,Ford,F150 Pickup 2WD,2000
13,15,18,Ford,F150 Pickup 2WD,2000
12,13,15,Ford,Lightning Pickup 2WD,2000
18,20,23,Ford,Ranger Pickup 2WD,2000
20,22,24,Ford,Ranger Pickup 2WD,2000
14,16,19,Ford,Ranger Pickup 2WD,2000
16,18,21,Ford,Ranger Pickup 2WD,2000
15,16,19,GMC,Sierra 1500 2WD,2000
15,18,21,GMC,Sierra 1500 2WD,2000
14,16,19,GMC,Sierra 1500 2WD,2000
14,16,19,GMC,Sierra 1500 2WD,2000
14,16,19,GMC,Sierra 1500 2WD,2000
14,15,18,GMC,Sierra 2500 2WD,2000
11,12,15,GMC,Sierra 2500 2WD,2000
18,20,23,Mazda,2500 2WD,2000
20,22,24,Mazda,2500 2WD,2000
14,16,19,Mazda,B4000 2WD,2000
16,18,21,Mazda,B4000 2WD,2000
17,19,22,Nissan,Frontier 2WD,2000
20,21,24,Nissan,Frontier 2WD,2000
14,15,18,Nissan,Frontier V6 2WD,2000
15,16,17,Nissan,Frontier V6 2WD,2000
19,20,22,Toyota,Tacoma 2WD,2000
19,21,24,Toyota,Tacoma 2WD,2000
17,18,20,Toyota,Tacoma 2WD,2000
16,17,20,Toyota,Tacoma 2WD,2000
17,19,22,Toyota,Tacoma 2WD,2000
15,16,18,Toyota,Tundra 2WD,2000
15,16,18,Toyota,Tundra 2WD,2000
14,15,17,Toyota,Tundra 2WD,2000
14,16,18,Chevrolet,Silverado 1500 4WD,2000
13,15,16,Chevrolet,Silverado 1500 4WD,2000
14,15,17,Chevrolet,Silverado 1500 4WD,2000
13,15,18,Chevrolet,Silverado 1500 4WD,2000
13,14,16,Chevrolet,Silverado 1500 4WD,2000
14,16,19,Chevrolet,S10 Pickup 4WD,2000
15,17,20,Chevrolet,S10 Pickup 4WD,2000
13,14,17,Dodge,Dakota Pickup 4WD,2000
14,15,17,Dodge,Dakota Pickup 4WD,2000
13,14,17,Dodge,Dakota Pickup 4WD,2000
13,14,17,Dodge,Dakota Pickup 4WD,2000
11,12,15,Dodge,Dakota Pickup 4WD,2000
11,13,15,Dodge,Ram 1500 Pickup 4WD,2000
12,13,16,Dodge,Ram 1500 Pickup 4WD,2000
11,13,16,Dodge,Ram 1500 Pickup 4WD,2000
14,15,17,Ford,F150 Pickup 4WD,2000
13,15,17,Ford,F150 Pickup 4WD,2000
13,14,17,Ford,F150 Pickup 4WD,2000
13,14,17,Ford,F150 Pickup 4WD,2000
12,14,16,Ford,F150 Pickup 4WD,2000
14,15,17,Ford,Ranger Pickup 4WD,2000
15,16,19,Ford,Ranger Pickup 4WD,2000
14,16,18,GMC,Sierra 1500 4WD,2000
13,15,16,GMC,Sierra 1500 4WD,2000
14,15,17,GMC,Sierra 1500 4WD,2000
13,15,18,GMC,Sierra 1500 4WD,2000
13,14,16,GMC,Sierra 1500 4WD,2000
14,16,19,GMC,Sonoma 4WD,2000
15,17,20,GMC,Sonoma 4WD,2000
14,16,19,Isuzu,Hombre Pickup 4WD,2000
15,17,20,Isuzu,Hombre Pickup 4WD,2000
14,15,17,Mazda,B4000 4WD,2000
15,16,19,Mazda,B4000 4WD,2000
16,17,19,Nissan,Frontier 4WD,2000
14,15,17,Nissan,Frontier V6 4WD,2000
15,15,17,Nissan,Frontier V6 4WD,2000
17,18,20,Toyota,Tacoma 4WD,2000
15,17,19,Toyota,Tacoma 4WD,2000
15,16,18,Toyota,Tacoma 4WD,2000
15,16,18,Toyota,Tacoma 4WD,2000
14,15,16,Toyota,Tundra 4WD,2000
14,15,16,Toyota,Tundra 4WD,2000
13,14,16,Toyota,Tundra 4WD,2000
15,17,20,Chevrolet,Astro 2WD (cargo),2000
14,16,18,Chevrolet,Astro AWD (cargo),2000
13,15,17,Chevrolet,Van 1500/2500 2WD,2000
13,15,17,Chevrolet,Van 1500/2500 2WD,2000
12,14,17,Chevrolet,Van 1500/2500 2WD,2000
13,14,16,Dodge,B1500 Van 2WD,2000
12,14,17,Dodge,B1500 Van 2WD,2000
11,13,16,Dodge,B1500 Van 2WD,2000
12,14,17,Dodge,B2500 Van 2WD,2000
11,13,17,Dodge,B2500 Van 2WD,2000
13,14,17,Ford,E150 Econoline 2WD,2000
13,15,18,Ford,E150 Econoline 2WD,2000
13,15,18,Ford,E150 Econoline 2WD,2000
12,14,16,Ford,E250 Econoline 2WD,2000
12,13,17,Ford,E250 Econoline 2WD,2000
13,15,17,GMC,Savana 1500/2500 2WD (cargo),2000
13,15,17,GMC,Savana 1500/2500 2WD (cargo),2000
12,14,16,GMC,Savana 1500/2500 2WD (cargo),2000
15,17,20,GMC,Safari 2WD (cargo),2000
14,16,18,GMC,Safari AWD (cargo),2000
15,16,19,Chevrolet,Astro 2WD (passenger),2000
13,15,18,Chevrolet,Astro AWD (passenger),2000
13,14,16,Chevrolet,Express 1500/2500 2WD,2000
13,14,16,Chevrolet,Express 1500/2500 2WD,2000
12,14,17,Chevrolet,Express 1500/2500 2WD,2000
13,14,15,Dodge,B1500 Wagon 2WD,2000
12,14,17,Dodge,B1500 Wagon 2WD,2000
11,12,14,Dodge,B2500 Wagon 2WD,2000
11,13,17,Dodge,B2500 Wagon 2WD,2000
12,14,16,Ford,E150 Club Wagon,2000
13,15,17,Ford,E150 Club Wagon,2000
12,13,16,Ford,E150 Club Wagon,2000
13,14,16,GMC,Savana 1500/2500 2WD (Passenger),2000
13,14,16,GMC,Savana 1500/2500 2WD (Passenger),2000
12,14,17,GMC,Savana 1500/2500 2WD (Passenger),2000
15,16,19,GMC,Safari 2WD (Passenger),2000
13,15,18,GMC,Safari AWD (Passenger),2000
14,15,17,Ford,Postal Vehicle,2000
13,14,17,Volkswagen,Eurovan Camper,2000
17,19,24,Chevrolet,Venture FWD,2000
16,18,22,Chrysler,Town and Country/Voyager/Grand Voy. 2WD,2000
15,18,22,Chrysler,Town and Country/Voyager/Grand Voy. 2WD,2000
18,20,24,Dodge,Caravan/Grand Caravan 2WD,2000
16,19,23,Dodge,Caravan/Grand Caravan 2WD,2000
16,19,23,Dodge,Caravan/Grand Caravan 2WD,2000
15,18,22,Dodge,Caravan/Grand Caravan 2WD,2000
15,18,22,Dodge,Caravan/Grand Caravan 2WD,2000
15,17,21,Ford,Windstar FWD Cargo Van,2000
16,18,21,Ford,Windstar FWD Cargo Van,2000
15,17,21,Ford,Windstar FWD Wagon,2000
